Enfermedad,Persona,frase,num_ind,indicador,dimension,contiene_indicador
Epilepsia ,Tercera Persona ,y la educación en el lugar de trabajo le han hecho sentir orgulloso de trabajar en pos de lograr una mejor comprensión sobre la epilepsia de cara a la sociedad,2,desarrollo personal,Dimensión 5: Vitality,1
Epilepsia ,Tercera Persona ,y la educación en el lugar de trabajo le han hecho sentir orgulloso de trabajar en pos de lograr una mejor comprensión sobre la epilepsia de cara a la sociedad,2,orgullo,Dimensión 5: Vitality,1
Epilepsia ,Tercera Persona ,Lloyd ha luchado duro para disipar los mitos que se han creado alrededor de la epilepsia,2,estigamatización,Dimensión 7: Role Limitations due to Emotional Problems,1
Epilepsia ,Tercera Persona ,Lloyd ha luchado duro para disipar los mitos que se han creado alrededor de la epilepsia,2,necesidad educar concienciar acerca enfermedad,Dimensión 4: General Health Perceptions,1
Epilepsia ,Tercera Persona ,Ahora anima a aquellos que viven con epilepsia a obtener asesoramiento médico de facultativos,1,búsqueda apoyo profesional,Dimensión 9: Healthcare Interaction,1
Epilepsia ,Tercera Persona ,y a iniciar planes de tratamiento ya en una fase preliminar,1,anticipación,Dimensión 8: Mental Health,1
Parkinson ,Primera Persona ,"Nadie me había dicho que la enfermedad de Parkinson me provocaría vértigo, haría menguar mi voz, me causaría dificultades para escribir y me arrebataría el sentido del olfato.",0,,,0
Parkinson ,Primera Persona ,Nadie me había dicho que se podía contraer Parkinson siendo aún joven – yo tenía 42 años.,0,,,0
Parkinson ,Primera Persona ,Nadie me había dicho que el parkinsonismo me haría llorar al ver caer mi sombrero o cómo afectaría a mi familia.,0,,,0
Parkinson ,Primera Persona ,"Nadie me había dicho la falta de tacto que podían mostrar las personas, pero también lo amables y comprensivas que podían llegar a ser.",0,,,0
Parkinson ,Primera Persona ,Nadie me había dicho lo rica y apasionante que puede llegar a ser la vida después de que te diagnostiquen la enfermedad de Parkinson.,0,,,0
Parkinson ,Primera Persona ,"Atando cabos 
Me diagnosticaron la enfermedad de Parkinson en 1996 y, como fisioterapeuta cualificada, tenía conocimientos por mi trabajo de la enfermedad, o al menos eso creía.",0,,,0
Parkinson ,Primera Persona ,"Sin embargo, nunca relacioné mi codo de tenista con la enfermedad de Parkinson, que resulta ser un síntoma precoz",1,dificultad identificación primeros síntomas,Unclassified,1
Parkinson ,Primera Persona ,Achacaba el dolor de mi brazo derecho con el que convivía durante más de un año a esclerosis múltiple o a un tumor cerebral.,0,,,0
Parkinson ,Primera Persona ,"Di las gracias por no tratarse de ninguna de estas dos enfermedades, pero aun así me sentí devastada cuando me dijeron que tenía Parkinson",1,impacto emocional diagnóstico,Dimensión 7: Role Limitations due to Emotional Problems,1
Parkinson ,Primera Persona ,Me hizo falta otro año para reunir el valor suficiente y decírselo a mis padres,2,expresión emocional,Dimensión 7: Role Limitations due to Emotional Problems,1
Parkinson ,Primera Persona ,Me hizo falta otro año para reunir el valor suficiente y decírselo a mis padres,2,secretismo,Dimensión 7: Role Limitations due to Emotional Problems,1
Parkinson ,Primera Persona ,"y, cuando lo hice, no pude parar de llorar",1,llanto,Dimensión 8: Mental Health,1
Parkinson ,Primera Persona ,Hablar de mi diagnóstico en ocasiones todavía sigue resultándome duro.,0,,,0
Parkinson ,Primera Persona ,He probado varias medicaciones y las tolero bien.,0,,,0
Parkinson ,Primera Persona ,Pero dado que recientemente empecé a experimentar una mayor frecuencia de bloqueos motores,1,incremento sintomatología,Dimensión 4: General Health Perceptions,1
Parkinson ,Primera Persona ,", decidí hablar con mi neurólogo",1,búsqueda apoyo profesional,Dimensión 9: Healthcare Interaction,1
Parkinson ,Primera Persona ,Es importante tener una buena relación porque esta será de larga duración y no hay soluciones rápidas.,0,,,0
Parkinson ,Primera Persona ,"Me alegra saber que pase lo que pase, puedo hablar con mi médico y su equipo sobre mis necesidades",1,satisfacción apoyo profesional,Dimensión 4: General Health Perceptions,1
Parkinson ,Primera Persona ,"Apoyo esencial 
Mi familia sufrió un verdadero shock al conocer mi diagnóstico y fue un período difícil para todos.",0,,,0
Parkinson ,Primera Persona ,"Con el tiempo, todos se han acostumbrado a mi lentitud y a mis temblores.",0,,,0
Parkinson ,Primera Persona ,"Hoy en día, mi familia es mi mayor apoyo",1,satisfacción apoyo familiar emocional,Dimensión 6: Social Functioning,1
Parkinson ,Primera Persona ,"Durante los primeros ocho años, no buscaba la compañía de otras personas que también padecieran la enfermedad de Parkinson",1,comparación social,Dimensión 6: Social Functioning,1
Parkinson ,Primera Persona ,porque era como una mirada a mi futuro,2,anticipación,Dimensión 8: Mental Health,1
Parkinson ,Primera Persona ,porque era como una mirada a mi futuro,2,futuro incierto,Dimensión 8: Mental Health,1
Parkinson ,Primera Persona ,—un futuro al que no quería enfrentarme,1,evitación cognitiva,Dimensión 8: Mental Health,1
Parkinson ,Primera Persona ,"Pero desde que dejé de trabajar, me he sometido a montones de sesiones de sensibilización y me resulta más fácil hablar de la enfermedad de Parkinson",1,expresión emocional,Dimensión 7: Role Limitations due to Emotional Problems,1
Parkinson ,Primera Persona ,"Ahora, disfruto con las bromas y la camaradería del club de Parkinson",1,satisfacción apoyo social emocional,Dimensión 4: General Health Perceptions,1
Parkinson ,Primera Persona ,"A veces, las personas se pasan con su amabilidad.",0,,,0
Parkinson ,Primera Persona ,"Suena despectivo, pero realmente no necesito que me traten como si fuera un inválido",1,estigmatización,Dimensión 7: Role Limitations due to Emotional Problems,1
Parkinson ,Primera Persona ,Puedo sostener una taza de café y soy capaz de subir las escaleras y de caminar un largo trecho.,0,,,0
Parkinson ,Primera Persona ,Pero solo tengo dos velocidades: lenta y parada,1,aceptación sintomatología,Dimensión 4: General Health Perceptions,1
Parkinson ,Primera Persona ,No me divierto viendo como la rigidez se va apoderando de mis músculos y articulaciones con el paso de los años,1,evolución sintomatología,Dimensión 3: Bodily Pain,1
Parkinson ,Primera Persona ,", lo que me obliga a aumentar mis sesiones de fisioterapia",1,búsqueda apoyo profesional,Dimensión 9: Healthcare Interaction,1
Parkinson ,Primera Persona ,Mis mareos y mi vértigo hacen que tenga dificultades para ducharme y vestirme,2,dificultad movilidad,Dimensión 2: Role Limitations due to Physical Problems,1
Parkinson ,Primera Persona ,Mis mareos y mi vértigo hacen que tenga dificultades para ducharme y vestirme,2,dificultades actividades vida diaria,Dimensión 2: Role Limitations due to Physical Problems,1
Parkinson ,Primera Persona ,"Al principio, mi nariz me jugaba malas pasadas: me enviaba malos olores, como a goma quemada a todas horas, tanto de día como de noche, o de desagües atascados que en realidad no lo estaban.",0,,,0
Parkinson ,Primera Persona ,"Ahora, ya no huelo nada.",0,,,0
Parkinson ,Primera Persona ,"Y el mundo sigue girando 
Aquel terrible día en el que te dan el diagnóstico parece que el mundo haya acabado para ti",1,impacto emocional diagnóstico,Dimensión 7: Role Limitations due to Emotional Problems,1
Parkinson ,Primera Persona ,Todavía puedo sentir aquella sensación en la boca del estómago.,0,,,0
Parkinson ,Primera Persona ,"Pero desde entonces, he caminado por la Gran Muralla China y he estado en Noruega, España y Australia.",0,,,0
Parkinson ,Primera Persona ,"Me he licenciado en la universidad, he aprendido cómo usar una plancha en mi encantadora y flamante cocina y me he comprado una caravana en Gales.",0,,,0
Parkinson ,Primera Persona ,Así que el mundo sigue girando a pesar del diagnóstico,1,espíritu lucha,Dimensión 5: Vitality,1
Parkinson ,Primera Persona ,"Vivir con una enfermedad de larga duración es un viaje lleno de altibajos, pero también está repleto de largos tramos de autopista.",0,,,0
Parkinson ,Primera Persona ,"Me encanta cocinar, me encanta comer y me encantan las fiestas.",0,,,0
Parkinson ,Primera Persona ,No vivo para mi enfermedad de Parkinson sino que vivo con ella,2,adaptación,Dimensión 7: Role Limitations due to Emotional Problems,1
Parkinson ,Primera Persona ,No vivo para mi enfermedad de Parkinson sino que vivo con ella,2,normalización,Dimensión 8: Mental Health,1
Parkinson ,Primera Persona ,Nadie me había dicho lo rica y apasionante que puede llegar a ser la vida después de que te diagnostiquen la enfermedad de Parkinson,2,optimismo,Dimensión 5: Vitality,1
Parkinson ,Primera Persona ,Nadie me había dicho lo rica y apasionante que puede llegar a ser la vida después de que te diagnostiquen la enfermedad de Parkinson,2,evaluación positiva,Dimensión 4: General Health Perceptions,1
Parkinson ,Primera Persona ,tengo 71 años y soy enferma de parkinson desde hace 17 aproximadamente pero cuando me lo dijeron pues aunque yo lo esperaba pero tuve mucha rabia mucha rabia,1,rabia,Dimensión 8: Mental Health,1
Parkinson ,Primera Persona ,como que me enfadé,1,enfado,Dimensión 8: Mental Health,1
Parkinson ,Primera Persona ,con todo el mundo digamos un año esto estuve así y al cabo del año ya fue cuando reaccione y empecé a buscar pues artículos cosas documentación que me hicieran ver lo que era el parkinson,1,afrontamiento centrado problema: búsqueda información,Dimensión 4: General Health Perceptions,1
Parkinson ,Primera Persona ,de una manera positiva,2,evaluación positiva,Dimensión 4: General Health Perceptions,1
Parkinson ,Primera Persona ,de una manera positiva,2,optimismo,Dimensión 5: Vitality,1
Parkinson ,Primera Persona ,en la cual tenía tenía que afrontar ley y empecé a verlo ya así como algo que tengo que ponerme a hacerlo no tengo más remedio,1,aceptación,Dimensión 4: General Health Perceptions,1
Parkinson ,Primera Persona ,me muevo como puedo,1,limitaciones movilidad,Dimensión 2: Role Limitations due to Physical Problems,1
Parkinson ,Primera Persona ,pero sobre todo con un scooter por una moto,1,búsqueda soluciones,Dimensión 5: Vitality,1
Parkinson ,Primera Persona ,el cocinar también ayuda a mantenerme porque a ver lo que el parkinson necesita es movilidad hago gimnasia hago fisioterapia logopedia,1,afrontamiento centrado problema,Dimensión 5: Vitality,1
Parkinson ,Primera Persona ,pues todo lo que te coloque en la asociación,1,búsqueda apoyo social: asociación,Dimensión 6: Social Functioning,1
Parkinson ,Primera Persona ,se ofrece pues es yo estoy yendo y me aprovecho de lo que en su momento yo fundé para que la gente es aprovechar que es esa la asociación de parkinson de alcobendas y san Sebastián de los reyes y estamos hoy día que la asociación va marchando palante y estamos bien considerados en en todos los ámbitos del parkinson al principio como os he contado no teníamos recursos,1,limitaciones económicas,Dimensión 7: Role Limitations due to Emotional Problems,1
Parkinson ,Primera Persona ,todos lo hacíamos nosotros y poco a poco se fue aumentando,1,espíritu lucha,Dimensión 5: Vitality,1
Parkinson ,Primera Persona ,claro la gente iba yendo y lo malo más importante que conseguido que se pusiera gente profesional tenemos una plantilla,1,búsqueda apoyo profesional,Dimensión 9: Healthcare Interaction,1
Parkinson ,Primera Persona ,sea todo eso el roque ya cuando empezó lo deje monta es el mayor logro el parkinson no lo olvido con nada les digo siempre hay en el parkinson siempre he dicho que es un amante ido portero de restringido pues cuando el local esté ahí se instala haciendo ganchillo cuando estoy cantando karaoke el parkinson te deja digamos las cuerdas vocales flojita entonces el karaoke te ayuda a que es cantando las cuerdas vocales se despegan puede tomar más alce la voz muchísimo mejor entonces pues sea algo que puedas hacer en ese momento es es el mejor momento y poder dar más información digamos a la gente a los ciudadanos que el parkinson se supiera cómo se puede pelear contra él,1,espíritu lucha,Dimensión 5: Vitality,1
Parkinson ,Primera Persona ,"y se puede encontrar uno mejor  no se informa bien lo suficiente no sabemos no sabemos la magia de lo que nos atañe lo demás lo olvidamos no me 
gustaría que la gente pudiera pudiera hacerlo que asuma que tiene parkinson saber lo que tengo ahí y que tengo que llevarlo pues lo mejor posible y pelear contra él lo más que pueda cuando sepan que tengan parkinson que vayan a una asociación y son en los sitios que hoy día mejor les pueden ayudar y más les pueden informar las asociaciones son las que tienen más conocimiento de lo que es el parkinson",0,,,0
Parkinson ,Primera Persona ,mi nombre es laura arse y quiero comentarles mi experiencia con la cámara hiperbárica hace 11 años tengo el diagnóstico de parkinson y hace 4 que empecé con cámara hiperbárica aparte de parkinson teniendo a tres accidentes sistémicos lagunares y como proceso propio de los años tengo algunas otras líneas como artrosis osteoporosis y esas cosas y rescató de la cámara hiperbárica que me cambió totalmente la vida,1,satisfacción tratamiento,Dimensión 9: Healthcare Interaction,1
Parkinson ,Primera Persona ,y la calidad de vida,1,satisfacción calidad vida,Dimensión 4: General Health Perceptions,1
Parkinson ,Primera Persona ,en el sentido de que tengo el sistema cognitivo mi memoria y mi mente muy lúcido muy despierta puedo mantener diálogos concretos leer pintar y eso se lo debo a la cámara y práctica y es lo que quiero transmitirle a la gente muy agradecida,1,agradecimiento,Dimensión 8: Mental Health,1
Parkinson ,Primera Persona ,por eso sobre todo el centro biomédica donde más allá de la atención a la cámara humanamente para mí tiene un precio altísimo el afecto de las personas y la contención que recibió siempre,0,,,0
Parkinson ,Primera Persona ,la historia comienza en veracruz puerto yo soy y en mi tierra veracruzana tener una vida normal digamos como cualquier otro pero comencé a temblar un poco del brazo izquierdo,1,identificación primeros síntomas,Dimensión 3: Bodily Pain,1
Parkinson ,Primera Persona ,obviamente fui a ver un doctor normal general y me dijo sabes que tienes que hacer ejercicio yo corrí en veracruz un poco y en la playa como manera de ejercicio normal y qué bueno que voy a hacer voy a hacer voy a hacer otro ejercicio que sea parte del carbono y comenzó a nadar y para irme a nadar y luego en bici comencé a temblar más y le siento xavi pero en el lugar cada vez cada urgencia en lugar de ser tener menos temblores tengo más temblores,1,empeoramiento sintomatología,Dimensión 1: Physical Functioning,1
Parkinson ,Primera Persona ,y entonces un día me si sabes que lo que tú tienes es ver a un especialista y me dijo sabes que tienes parkinson,1,confirmación diagnóstico,Dimensión 9: Healthcare Interaction,1
Parkinson ,Primera Persona ,la parte buena entonces que te puedo controlar ese enfermedad tenía 42 años la enfermedad muy complicada y básicamente es una enfermedad que te impide hacer tu vida normal es decir te impide hacer movimientos,2,limitaciones actividades vida diaria,Dimensión 2: Role Limitations due to Physical Problems,1
Parkinson ,Primera Persona ,la parte buena entonces que te puedo controlar ese enfermedad tenía 42 años la enfermedad muy complicada y básicamente es una enfermedad que te impide hacer tu vida normal es decir te impide hacer movimientos,2,limitaciones físicas,Dimensión 2: Role Limitations due to Physical Problems,1
Parkinson ,Primera Persona ,que aparentemente pueden ser normales para cualquier persona pero a ti comienza a volverte más difícil y no pagar en algún en un súper comenzó constante trabajo no comer con esa pasta el trabajo comienza a dejar por ejemplo en mí en mi caso de manejar porque te dan miedo no de salir porque te dan miedo de convivir con tus hijos porque piensas que te van a ver de la sed porque te va a verlo y dejar de hacer porque no puedes explicar tu mundo que pasan siempre dudas de que si está bien que sí si necesitas otro diagnóstico más varias etapas en una enfermedad por ejemplo lo niegas,1,negación,Dimensión 4: General Health Perceptions,1
Parkinson ,Primera Persona ,te enojas,1,enfado,Dimensión 8: Mental Health,1
Parkinson ,Primera Persona ,no después hay días buenos y días malos y comenzó obviamente a manejar la enfermedad como una situación de alejarte no de alejarte de tu ambiente familiar amigos de cuestiones de este personal es que tú vives día a día no es decir cambia tu vida en lugar de hacer más haces menos,1,evolución enfermedad,Dimensión 4: General Health Perceptions,1
Parkinson ,Primera Persona ,"llegó un momento en el que por ejemplo está más avanzando y sabía que iba avanzar más allá y por ejemplo me dijo mi esposa que tenemos que intentar dólar un día un artículo vi que había una operación para parkinson entonces yo 
decidí con mi esposa mi esposa decirme venir a la ciudad de méxico para buscar esa opción llega así te valoran te valoran y te hacen una afirmación de cómo estás finalmente la prueba más importante es cuando me dicen sabes que enriqueciera es candidato no y obviamente tú dices bueno antes de operarme quisiera ver a otras personas como yo que llegaba un grado y las veces también que por ejemplo dices bueno yo quiero estar como bueno la confianza en el médico y en la institución que se la abc en la base para mí para poder temporal pues a veces no tenemos una estigma de que me conoce algún país 
porque por fin de cuentas como tú piensas que iba a ser mejor cuando encuentras aquí en méxico y con los médicos la confianza fuerte hacer una operación de este tipo que abre tus esperanzas y hables camino a todo lo que puedas imaginar es tanta tu emoción que a final de cuentas tú no lo crees cuando hablas con tu médico y te da la confianza y cuando te dicen en los quirófanos te dicen de la institución te habla te hablan de de todo lo que te pueden ofrecer pues para mí la clave para poderte confiar si tienes el apoyo de tu familia",1,satisfacción apoyo familiar,Dimensión 6: Social Functioning,1
Parkinson ,Primera Persona ,si tienes el apoyo de las personas correctas tú lo logras porque a final de cuentas yo llegué a este a este hospital a esta situación porque la búsqueda por ejemplo ahora me puede acercar con la gente que está con diego mírame porque me dejó de ser un ejemplo de vida es un ejemplo de tus cambios no sólo porque te hayan operado sino porque también llevas una buena vida es una nueva actitud ante la vida ahora es ayudar a la gente que puedan ver que hay una oportunidad de nuestra enfermedad para llevar una vida mejor que a lo mejor no es la cura personal de cuentas o llevar una vida lo más posible a la normalidad,0,,,0
Cáncer ,Primera Persona ,ver cómo fue que descubriste que tenía cáncer después yo lo primero que quiero decir es que quiero dar las gracias por la invitación y lo importante que tiene esto que estamos haciendo para los pacientes que están pasando desgraciadamente por esta enfermedad como lo descubrí con un dolor intenso tiene un dolor de espalda muy intenso,1,dolor,Dimensión 3: Bodily Pain,1
Cáncer ,Primera Persona ,y me di como cuando un ortopédico me trataron como un nervio pinchado y terminamos esté haciendo una resonancia magnética y después una m cat scan y así como no se descubrió esto quiero decir también que me habían hecho rayos equis y el tumor no salía porque estaba escondido detrás de una costilla,1,dificultad diagnótsico,Dimensión 9: Healthcare Interaction,1
Cáncer ,Primera Persona ,que era la número 3 básicamente fue un dolor intenso porque yo practicaba siempre una una medicina preventiva cada seis meses me hacía chequeos generales y uno el juego se descubrió tuve una y un diagnóstico equivocado yo,1,diagnóstico erróneo,Dimensión 9: Healthcare Interaction,1
Cáncer ,Primera Persona , bueno yo lo descubrí fue una gran fortuna,1,suerte,Dimensión 5: Vitality,1
Cáncer ,Primera Persona ,que tuve como lo descubrí porque tenía un catarro normal y el catarro se me pasó pero todavía no me sentía bien y entonces tenía una cita con mi médico que yo que cada seis meses de negro que creo que era como en dos semanas de esa fecha y lo llamé para decirle oye no me siento bien si puedo pasar por allá para que me cheques entonces fue y me quedó completamente y no encontró nada pero como yo nunca fumé cigarrillos nada no recuerdo cuánto cuánto hacía que me hacía una radiografía del pecho y entonces se dijo déjame mandarte al pulmón o lo que en el mismo edificio el doctor Álvarez para asegurar un alumno todo alguna radiografía del pecho por calmar tienes una pulmonía que no puedo ver y por eso no te sientes bien y entonces mi salvadora fría y el doctor álvarez y su hijo y mi hijo son muy buenos amigos y entonces me llamo adentro y estábamos hablando platicando sobre los niños y todo cuando luego decir esto no me gusta estaba mirando la biografía y eso hace con esas palabras se me cambió la vida esta tarde me mandaron a un cat kan que definitivamente dijo que tenía algo y entonces el lunes fuimos en huesca y el pesca pues confirmó que tenía una lesión en el lóbulo alto del pulmón izquierdo  sí que las cubren,0,,,0
Cáncer ,Primera Persona ,"trabajé en una empresa láctea de aquí 43 años y bueno hasta que llegó el momento de la jubilación yo soy músico de muchos años en este momento no lo hago comercialmente sino lo hago como verdaderamente como hobby en 2014 la 
consecuencia de una evaluación de de la vena aorta digamos de la parte cardiaca interna ninguna patología por supuesto pero a raíz de eso este aparece dentro de la tomografía una imagen en el riñón derecho o sea una imagen de 52 milímetros por 47 y bueno sí que a raíz de eso evaluaron de que había que sacar el riñón completo porque el tamaño del tumor así lo ameritaban a cierto yo venía con controles periódicos y bueno en el año 2019 a fines en uno de esos controles aparece una imagen en él en el pulmón derecho en la base el pulmón derecho sean a través de la tomografía aparece una imagen de 13 milímetros y ahí fue cuando desde la clínica este mi médico el urólogo bueno me derivó a que el centro",1,derivación médica,Dimensión 9: Healthcare Interaction,1
Cáncer ,Primera Persona ,por ser d de una ciudad digamos o un pueblo grande como los nacidos de acá decimos que es un chalet este un pueblo grande bueno es un orgullo ni hablar a después del tratamiento no tuve efecto secundario existe un mito en torno al cáncer la gente no habla de cáncer,1,estigmatización,Dimensión 7: Role Limitations due to Emotional Problems,1
Cáncer ,Primera Persona ,entonces es poco lo que el ciudadano común sabe de cáncer y la realidad es que ahora por suerte hay muchas muchísimas oportunidades de tratar el cáncer en esta circunstancia de diagnóstico de cáncer poder si se quiere enseñarles que hay muchas cosas para hacer y que la radioterapia es un pilar muy importante de hecho es uno de los tres pilares de tratamiento del cáncer y cómo ha ido avanzando la tecnología hasta lo último de lo último que es lo que tenemos nosotros la diferencia que se nota con respecto a otros tratamientos es la gran disminución de la toxicidad de los tratamientos de la radioterapia aunque no parezca también tiene toxicidad una vez que es imprescindible irradiar tejido sano para poder tener un buen margen en la irradiación del tejido enfermo tiene toxicidad al poder ser tan preciso en el campo irradiar con esta tecnología la toxicidad es muchísimo menor y también por supuesto que en los tratamientos que son más específicos de tumores tipos de tumores metástasis que no se pueden tratar con otro tipo de tecnología bueno realmente eso hace la diferencia verdad que se siente orgullo porque te repito esto es una ciudad muy pequeña esto es el interior del interior del país tratamos de trabajar y hacer lo mejor posible ayudados por por eso por la infraestructura que siempre en este tipo de tratamiento que es imprescindible mi nombre es el del gimnasio fiorito soy de aquí de la ciudad de sunchales nacido  y bueno toda mi vida le pase de lópez en sunchales,0,,,0
Cáncer ,Primera Persona ,"Voy a intentar describir los últimos 24 años de mi vida desde el punto de vista de la lucha contra el linfoma, todo sea dicho de paso, bastante distraída.",0,,,0
Cáncer ,Primera Persona ,"Para poneros en situación, en ese momento, yo tenía 31 años, casado y padre de un niño de 1 año y poco.",0,,,0
Cáncer ,Primera Persona ,"Practicante de ciclismo de montaña, federado, fumador, pero poco (1 o 2 cigarrillos diarios) y bebedor ocasional y de festejos.",0,,,0
Cáncer ,Primera Persona ,"Medía 1,75m y pesaba 75kg, se podría considerar que no estaba en mala forma.",0,,,0
Cáncer ,Primera Persona ,Año 1995.,0,,,0
Cáncer ,Primera Persona ,"Me encuentro un bultito en el párpado superior izquierdo, del tamaño de un granito de arena.",0,,,0
Cáncer ,Primera Persona ,"El primero que piensas es que te está a punto de salir un orzuelo, pero pasan los días y no varía.",0,,,0
Cáncer ,Primera Persona ,"Así que pido hora y voy a la mutua, en aquella época, Allianz, para pedir hora con un oftalmólogo.",0,,,0
Cáncer ,Primera Persona ,"Durante la visita, el médico dice que, con toda posibilidad, será un quiste de grasa, pero qué para estar seguros, mejor hacer un TAC.",0,,,0
Cáncer ,Primera Persona ,"Una vez hecho y en su segunda visita, me confirma su primera impresión.",0,,,0
Cáncer ,Primera Persona ,"¡Qué descanso! ¡Para casa! 
 
Ese mismo año, por motivos personales, tengo una temporada de nervios y el bultito empieza a crecer, hasta tener el tamaño de un grano de arroz.",0,,,0
Cáncer ,Primera Persona ,"Segunda visita al oftalmólogo, que insiste con el diagnóstico y se ofrece a operar y quitarlo o esperar.",0,,,0
Cáncer ,Primera Persona ,"No molesta, así que esperamos",1,espera,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,6 meses después tengo el ojo izquierdo práctimente cerrado,1,evolución sintomatología,Dimensión 3: Bodily Pain,1
Cáncer ,Primera Persona ,Ya estamos a finales de 1996.,0,,,0
Cáncer ,Primera Persona ,"Nueva visita al Oftalmólogo, que vuelve a pedir un nuevo TAC.",0,,,0
Cáncer ,Primera Persona ,"Al llegar a la sala del TAC, el radiólogo me pregunta qué hago otra vez allí, que ya le había dicho al doctor que era un tumor",1,dificultad comunicación médico-paciente,Dimensión 9: Healthcare Interaction,1
Cáncer ,Primera Persona ,"Una vez tenemos el resultado de la Tomogradía, el oftalmólogo insiste en que es un quiste y me dan hora para la UCSI per hacer la extracción.",0,,,0
Cáncer ,Primera Persona ,"Una vez en el quirófano, con anestesio local (que no explicaré cómo funciona por si hay alguien sensible), escucho al lumbreras decir: “anda pero si tiene raíces, entonces no es un quiste, es un tumor.",0,,,0
Cáncer ,Primera Persona ,Saca un cacho para analizar.,0,,,0
Cáncer ,Primera Persona ,” ¡Ole tú! ¿Cómo te quedas?,2,insatisfacción proceso diagnóstico,Dimensión 9: Healthcare Interaction,1
Cáncer ,Primera Persona ,” ¡Ole tú! ¿Cómo te quedas?,2,insatisfacción comunicación médico-paciente,Dimensión 9: Healthcare Interaction,1
Cáncer ,Primera Persona ,"Pasados 15 días, nueva visita, donde me dicen que es un tumor maligno y que me tengo que visitar con el Dr.",0,,,0
Cáncer ,Primera Persona ,B de HematoOncología,1,derivación especialista,Dimensión 9: Healthcare Interaction,1
Cáncer ,Primera Persona ,Esta fue la primera visita que hacía acompañado de mi pareja,1,búsqueda apoyo pareja,Dimensión 6: Social Functioning,1
Cáncer ,Primera Persona ,y salimos temblando,1,impacto emocional diagnóstico,Dimensión 7: Role Limitations due to Emotional Problems,1
Cáncer ,Primera Persona ,Un tumor maligno en la cabeza,1,confirmación diagnóstico,Dimensión 9: Healthcare Interaction,1
Cáncer ,Primera Persona ,"Días después, visita con el Dr.",0,,,0
Cáncer ,Primera Persona ,B de HematoOnco.,0,,,0
Cáncer ,Primera Persona ,Simplemente nos informa de las pruebas que me tengo que hacer para saber a qué nos estamos enfrentando.,0,,,0
Cáncer ,Primera Persona ,"Nuevo TAC, resonancia, extracción de cresta y extracción de médula ósea, además de una analítica completa, con una cosa que no sabía que teníamos, los lactatos.",0,,,0
Cáncer ,Primera Persona ,"Antes de la siguiente visita, en la sala de espera, mi pareja y yo estábamos templando de miedo",1,miedo,Dimensión 7: Role Limitations due to Emotional Problems,1
Cáncer ,Primera Persona ,por cual podía ser el diagnóstico,1,incertidumbre,Dimensión 8: Mental Health,1
Cáncer ,Primera Persona ,"Una vez en el despacho, la primera pregunta que hice fue: “¿Cuánto tiempo me queda?” Respuesta del Dr: “Jode, pero no mara” ¡¡¡Bufff!!! 
 
Diagnóstico: 36 tumores entre la cabeza, el tórax y abdomen del tipo Linfoma B de Malto.",0,,,0
Cáncer ,Primera Persona ,"Nombres que suenan a chino la primera vez, y que acaban siendo tu tercer apellido.",0,,,0
Cáncer ,Primera Persona ,Tratamiento: quimioterapia del tipo Chop.,0,,,0
Cáncer ,Primera Persona ,"Inicio, al salir del despacho, directo a HDD a pedir hora y empezar al día siguiente.",0,,,0
Cáncer ,Primera Persona ,Y así fue como empezamos.,0,,,0
Cáncer ,Primera Persona ,"La primera vez, una vez acabado, me fui al trabajo, donde empezaron las arcadas, pero pude aguantar.",0,,,0
Cáncer ,Primera Persona ,Entre la 1ª y la 2ª pasaron el HDD al Sagrado Corazón y me cambiaron el Dr.,0,,,0
Cáncer ,Primera Persona ,B por la Dra.,0,,,0
Cáncer ,Primera Persona ,M.,0,,,0
Cáncer ,Primera Persona ,"A partir de aquí, me inyectaban un jueves durante 2 horas, cuando tenía que durar 4 o 5, me iba a casa en moto, con el tiempo calculado para meterme en la cama, a oscuras, acompañado de una botella de cocacola, para calmar el estómago y un cubo para recoger los efluvios",1,afrontamiento centrado problema: búsqueda soluciones,Dimensión 5: Vitality,1
Cáncer ,Primera Persona ,El fin de semana posterior a la 3.,0,,,0
Cáncer ,Primera Persona ,"ª toma, cogí un resfriado y se manifestó domingo, apenas al volver de la salida en bici, mientras estábamos almorzando los compañeros y yo.",0,,,0
Cáncer ,Primera Persona ,"Noté picor en la cabeza y, al rascarme, retiré la mano llena de cabellos",1,efectos secundarios tratamiento: caída pelo,Dimensión 1: Physical Functioning,1
Cáncer ,Primera Persona ,Me cogí un fajo y lo retiré de la cabeza sin ningún esfuerzo.,0,,,0
Cáncer ,Primera Persona ,"Llegado a casa, vi que aquello era imparable, así que lo aceleré.",0,,,0
Cáncer ,Primera Persona ,Pasé la “moto” y desprendido me afeité la cabeza,1,búsqueda soluciones,Dimensión 5: Vitality,1
Cáncer ,Primera Persona ,"En cuanto a la forma física, notaba una continua bajada.",0,,,0
Cáncer ,Primera Persona ,"Tanto es así que, desprendido de la 5.",0,,,0
Cáncer ,Primera Persona ,"ª toma, perdí el sentido en una subida en bici por dentro del bosque",1,limitaciones físicas,Dimensión 2: Role Limitations due to Physical Problems,1
Cáncer ,Primera Persona ,Y a la 6.,0,,,0
Cáncer ,Primera Persona ,ª ya no pude salir.,0,,,0
Cáncer ,Primera Persona ,Y cuando se enteró la Dra.,0,,,0
Cáncer ,Primera Persona ,M.,0,,,0
